Specimen ID,Intermediate host (if applicable),Taxonomic name,Lifestage,Country,Locality,Collection date,Storage method,No. of samples
8182106,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,26
8182105,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,64
8182104,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,65
8182103,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,27
8182102,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182101,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,27
8182100,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/23/2013,FTA card /dry,66
8182099,,Schistosoma mansoni,miracidia,Niger,Diambala,4/13/2013,FTA card /dry,59
8182098,,Schistosoma haematobium,miracidia,Niger,Diambala,4/12/2013,FTA card /dry,24
8182097,,Schistosoma haematobium,miracidia,Niger,Diambala,4/12/2013,FTA card /dry,64
8182096,,Schistosoma haematobium,miracidia,Niger,Diambala,4/12/2013,FTA card /dry,11
8182095,,Schistosoma haematobium,miracidia,Niger,Diambala,4/12/2013,FTA card /dry,41
8182094,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,59
8182093,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,21
8182092,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,5
8182091,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,61
8182090,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,67
8182089,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,62
8182088,,Schistosoma haematobium,miracidia,Niger,Diambala,4/11/2013,FTA card /dry,11
8182087,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,25
8182086,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,2
8182085,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,60
8182084,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,63
8182083,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,65
8182082,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,15
8182081,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,62
8182080,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,16
8182079,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,60
8182078,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,32
8182077,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,11
8182076,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,63
8182075,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,17
8182074,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,39
8182073,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,60
8182072,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,7
8182071,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,60
8182070,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,28
8182069,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,62
8182068,,Schistosoma haematobium,miracidia,Niger,Namari Goungou ,4/5/2013,FTA card /dry,71
8182067,,Schistosoma haematobium,miracidia,Niger,Sikieye,4/4/2013,FTA card /dry,62
8182066,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,34
8182065,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,61
8182064,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,62
8182063,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,64
8182062,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,63
8182061,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,29
8182060,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,18
8182059,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,25
8182058,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,62
8182057,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,13
8182056,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,64
8182055,,Schistosoma haematobium,miracidia,Niger,Seberi,4/3/2013,FTA card /dry,18
8182054,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182053,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,69
8182052,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,28
8182051,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,9
8182050,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182049,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,59
8182048,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,58
8182047,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,60
8182046,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,62
8182045,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,64
8182044,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,57
8182043,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,37
8182042,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,64
8182041,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,36
8182040,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,60
8182039,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,57
8182038,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182037,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,62
8182036,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,45
8182035,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,60
8182034,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,56
8182033,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,61
8182032,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,40
8182031,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,59
8182030,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,64
8182029,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,67
8182028,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,57
8182027,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182026,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,57
8182025,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,56
8182024,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182023,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,59
8182022,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,56
8182021,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,56
8182020,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,60
8182019,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,63
8182018,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,69
8182017,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,60
8182016,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,58
8182015,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,64
8182014,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,54
8182013,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,59
8182012,,Schistosoma haematobium,miracidia,Niger,Libore ,4/3/2013,FTA card /dry,66
8182011,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,8
8182010,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,63
8182009,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,61
8182008,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,13
8182007,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,14
8182006,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,66
8182005,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,23
8182004,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,54
8182003,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,64
8182002,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,65
8182001,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,41
8182000,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,63
8181999,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,27
8181998,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/23/2013,FTA card /dry,59
8181997,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,55
8181996,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,55
8181995,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181994,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,19
8181993,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181992,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,61
8181991,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,61
8181990,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,9
8181989,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,68
8181988,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,30
8181987,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181986,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,59
8181985,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181984,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181983,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181982,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181981,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,64
8181980,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181979,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181978,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,64
8181977,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181976,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181975,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181974,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,62
8181973,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,63
8181972,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,61
8181971,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,61
8181970,,Schistosoma haematobium,miracidia,Niger,Daikaina ,3/22/2013,FTA card /dry,61
8181969,,Schistosoma haematobium,miracidia,Niger,Dokimana,3/5/2013,FTA card /dry,61
8181968,,Schistosoma haematobium,miracidia,Niger,Dokimana,3/5/2013,FTA card /dry,55
8181967,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,2/21/2013,FTA card /dry,14
8181966,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,2/21/2013,FTA card /dry,21
8181965,,Schistosoma haematobium,miracidia,Niger,Youri,2/19/2013,FTA card /dry,60
8181964,,Schistosoma haematobium,miracidia,Niger,Youri,2/19/2013,FTA card /dry,62
8181963,,Schistosoma haematobium,miracidia,Niger,Youri,2/19/2013,FTA card /dry,61
8181962,,Schistosoma haematobium,miracidia,Niger,Youri,2/19/2013,FTA card /dry,44
8181961,,Schistosoma haematobium,miracidia,Niger,Youri,2/19/2013,FTA card /dry,6
8181960,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,8
8181959,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,26
8181957,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,22
8181954,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,29
8181953,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,29
8181952,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,25
8181951,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,20
8181948,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,60
8181946,,Schistosoma haematobium,miracidia,Niger,Karma,2/8/2013,FTA card /dry,49
8181945,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,2/7/2013,FTA card /dry,61
8181944,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,2/7/2013,FTA card /dry,7
8181943,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,2/7/2013,FTA card /dry,10
8181942,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,2/7/2013,FTA card /dry,61
8181941,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,2/7/2013,FTA card /dry,62
8181940,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,61
8181939,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,54
8181938,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,35
8181937,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,32
8181936,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,29
8181935,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,21
8181934,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,57
8181933,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,6
8181932,,Schistosoma haematobium,miracidia,Niger,Lata,2/7/2013,FTA card /dry,24
8181931,,Schistosoma haematobium,miracidia,Niger,Tiaguirire,2/6/2013,FTA card /dry,17
8181930,,Schistosoma haematobium,miracidia,Niger,Youri,2/5/2013,FTA card /dry,40
8181929,,Schistosoma haematobium,miracidia,Niger,Youri,2/5/2013,FTA card /dry,54
8181928,,Schistosoma haematobium,miracidia,Niger,Dokimana,2/5/2013,FTA card /dry,54
8181927,,Schistosoma haematobium,miracidia,Niger,Kohan,4/27/2012,FTA card /dry,9
8181926,,Schistosoma haematobium,miracidia,Niger,Say,4/27/2012,FTA card /dry,2
8181921,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,62
8181920,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,40
8181919,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,12
8181918,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,4
8181917,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,11
8181916,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,39
8181915,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,61
8181914,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,40
8181913,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,60
8181912,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,58
8181911,,Schistosoma haematobium,miracidia,Niger,Yoreize Koira,4/27/2012,FTA card /dry,59
8181910,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,36
8181909,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,29
8181908,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,15
8181907,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,26
8181906,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,16
8181905,,Schistosoma haematobium,miracidia,Niger,Namaro,4/27/2012,FTA card /dry,60
8181904,,Schistosoma haematobium,miracidia,Niger,Lata,4/27/2012,FTA card /dry,58
8181903,,Schistosoma haematobium,miracidia,Niger,Lata,4/27/2012,FTA card /dry,2
8181902,,Schistosoma haematobium,miracidia,Niger,Lata,4/27/2012,FTA card /dry,41
8181901,,Schistosoma haematobium,miracidia,Niger,Lata,4/27/2012,FTA card /dry,11
8181897,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/27/2012,FTA card /dry,1
8181894,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/27/2012,FTA card /dry,4
8181891,,Schistosoma haematobium,miracidia,Niger,Koutoukale,4/27/2012,FTA card /dry,23
8181887,,Schistosoma haematobium,miracidia,Niger,Lata,4/26/2012,FTA card /dry,33
8181886,,Schistosoma haematobium,miracidia,Niger,Lata,4/26/2012,FTA card /dry,54
8181885,,Schistosoma haematobium,miracidia,Niger,Lata,4/26/2012,FTA card /dry,59
8181884,,Schistosoma haematobium,miracidia,Niger,Doguel Kaina,4/26/2012,FTA card /dry,23
8181878,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,68
8181877,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,55
8181876,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,67
8181875,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,62
8181874,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,57
8181873,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,53
8181872,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,48
8181871,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,39
8181870,,Schistosoma haematobium,miracidia,Niger,Karma,1/18/2012,FTA card /dry,9
8181869,,Schistosoma haematobium,miracidia,Niger,Say,4/12/2011,FTA card /dry,42
8181868,,Schistosoma haematobium,miracidia,Niger,Say,4/12/2011,FTA card /dry,22
8181866,,Schistosoma haematobium,miracidia,Niger,Kohan,3/16/2011,FTA card /dry,61
8181865,,Schistosoma haematobium,miracidia,Niger,Kohan,3/16/2011,FTA card /dry,61
8181864,,Schistosoma haematobium,miracidia,Niger,Kohan,3/16/2011,FTA card /dry,63
8181863,,Schistosoma haematobium,miracidia,Niger,Kohan,3/15/2011,FTA card /dry,57
8181862,,Schistosoma haematobium,miracidia,Niger,Kohan,3/15/2011,FTA card /dry,25
8181860,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,59
8181859,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,61
8181858,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,60
8181857,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,61
8181856,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,63
8181855,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,59
8181854,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,60
8181853,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,28
8181851,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,23
8181850,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,63
8181849,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/3/2011,FTA card /dry,60
8181848,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,62
8181847,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,60
8181846,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,57
8181845,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,56
8181844,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,23
8181842,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,58
8181841,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,60
8181840,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,62
8181839,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,57
8181838,,Schistosoma haematobium,miracidia,Niger,Bangou Koirey,3/2/2011,FTA card /dry,57
