Specimen ID,Intermediate host (if applicable),Taxonomic name,Lifestage,Country,Locality,Collection date,Storage method,No. of samples
8181677,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,65
8181676,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,65
8181675,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,65
8181674,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,68
8181673,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,66
8181672,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,2/5/2015,FTA card /dry,66
8181671,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,2/5/2015,FTA card /dry,66
8181670,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,2/5/2015,FTA card /dry,67
8181669,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,2/5/2015,FTA card /dry,66
8181668,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Zama Koira Tegui,2/4/2015,FTA card /dry,46
8181667,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Zama Koira Tegui,2/4/2015,FTA card /dry,66
8181666,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Lata,2/3/2015,FTA card /dry,44
8181665,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Bangou Koirey,2/3/2015,FTA card /dry,22
8181664,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Youri,2/2/2015,FTA card /dry,43
8181663,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Kohan,2/2/2015,FTA card /dry,42
8181662,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Kohan,2/2/2015,FTA card /dry,47
8181661,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Kohan,2/2/2015,FTA card /dry,46
8181660,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,2/2/2015,FTA card /dry,46
8181659,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,2/2/2015,FTA card /dry,44
8181658,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Kohan,2/2/2015,FTA card /dry,34
8181657,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Dokimana,2/2/2015,FTA card /dry,66
8181656,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Dokimana,2/2/2015,FTA card /dry,66
8181655,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,68
8181654,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181653,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181652,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,65
8181651,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,60
8181650,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181649,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181648,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181647,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181646,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,65
8181645,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,64
8181644,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,1/3/2015,FTA card /dry,65
8181643,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,1/3/2015,FTA card /dry,65
8181642,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,1/3/2015,FTA card /dry,66
8181641,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Lata,12/31/2014,FTA card /dry,44
8181640,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Doguel Kaina,12/30/2014,FTA card /dry,45
8181639,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,12/30/2014,FTA card /dry,31
8181638,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,12/12/2014,FTA card /dry,60
8181637,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,12/12/2014,FTA card /dry,6
8181636,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,12/12/2014,FTA card /dry,64
8181635,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Namari Goungou ,12/12/2014,FTA card /dry,64
8181634,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,11/1/2014,FTA card /dry,73
8181633,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,11/1/2014,FTA card /dry,71
8181632,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,11/1/2014,FTA card /dry,71
8181631,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,9/30/2014,FTA card /dry,60
8181630,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Zama Koira Tegui,9/29/2014,FTA card /dry,40
8181629,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Zama Koira Tegui,9/29/2014,FTA card /dry,41
8181628,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Lata,9/26/2014,FTA card /dry,55
8181627,"Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii",Schistosoma bovis,cercariae,Niger,Dokimana,8/31/2014,FTA card /dry,18
8181626,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,8/1/2014,FTA card /dry,34
8181625,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Tokeye,8/1/2014,FTA card /dry,53
8181624,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Seberi,7/12/2014,FTA card /dry,55
8181623,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Seberi,7/12/2014,FTA card /dry,59
8181622,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Seberi,7/12/2014,FTA card /dry,60
8181621,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma haematobium,cercariae,Niger,Zama Koira Tegui,7/11/2014,FTA card /dry,33
8181620,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma haematobium,cercariae,Niger,Zama Koira Tegui,7/11/2014,FTA card /dry,55
8181619,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,7/10/2014,FTA card /dry,59
8181618,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,7/10/2014,FTA card /dry,56
8181617,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,7/10/2014,FTA card /dry,58
8181616,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,7/10/2014,FTA card /dry,55
8181615,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Lata,7/9/2014,FTA card /dry,28
8181614,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,6/12/2014,FTA card /dry,55
8181613,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,6/10/2014,FTA card /dry,52
8181612,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,6/10/2014,FTA card /dry,60
8181611,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,6/10/2014,FTA card /dry,49
8181610,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Dokimana,6/8/2014,FTA card /dry,2
8181609,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Dokimana,6/8/2014,FTA card /dry,4
8181608,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma haematobium,cercariae,Niger,Lata,6/8/2014,FTA card /dry,6
8181607,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,6/8/2014,FTA card /dry,45
8181606,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,6/8/2014,FTA card /dry,47
8181605,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,6/8/2014,FTA card /dry,43
8181604,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,5/9/2014,FTA card /dry,61
8181603,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,5/9/2014,FTA card /dry,58
8181602,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,5/9/2014,FTA card /dry,58
8181601,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,5/9/2014,FTA card /dry,57
8181600,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,5/6/2014,FTA card /dry,44
8181599,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Dokimana,5/6/2014,FTA card /dry,60
8181598,"Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi, Biomphalaria pfeifferi",Schistosoma mansoni,cercariae,Niger,Namari Goungou ,3/27/2014,FTA card /dry,50
8181597,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Bangou Koirey,2/28/2014,FTA card /dry,2
8181596,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Bangou Koirey,2/28/2014,FTA card /dry,21
8181595,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Bangou Koirey,2/28/2014,FTA card /dry,24
8181594,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Bangou Koirey,2/28/2014,FTA card /dry,24
8181593,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,19
8181592,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,22
8181591,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,23
8181590,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,20
8181589,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,21
8181588,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,19
8181587,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,24
8181586,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,24
8181585,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,22
8181584,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,30
8181583,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,20
8181582,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,32
8181581,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,27
8181580,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,21
8181579,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,22
8181578,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,23
8181577,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,23
8181576,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,26
8181575,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,24
8181574,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,23
8181573,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,2/27/2014,FTA card /dry,29
8181572,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,48
8181571,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,48
8181570,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,48
8181569,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,48
8181568,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,49
8181567,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,49
8181566,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,8
8181565,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,38
8181564,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,8
8181563,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,46
8181562,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,2/27/2014,FTA card /dry,50
8181561,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,1/29/2014,FTA card /dry,48
8181559,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,35
8181558,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,30
8181557,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,30
8181556,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,39
8181555,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,35
8181554,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,30
8181553,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,45
8181552,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,1/28/2014,FTA card /dry,43
8181551,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,1/20/2014,FTA card /dry,16
8181550,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Youri,12/8/2013,FTA card /dry,39
8181549,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Tokeye,12/8/2013,FTA card /dry,28
8181548,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,12/8/2013,FTA card /dry,50
8181547,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Diambala,12/8/2013,FTA card /dry,51
8181546,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,12/8/2013,FTA card /dry,45
8181545,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,12/8/2013,FTA card /dry,45
8181543,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma bovis,cercariae,Niger,Youri,12/8/2013,FTA card /dry,62
8181542,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Seberi,12/7/2013,FTA card /dry,46
8181541,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,12/7/2013,FTA card /dry,45
8181540,"Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus, Bulinus truncatus",Schistosoma,cercariae,Niger,Libore ,12/7/2013,FTA card /dry,46
8181539,"Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii",Schistosoma bovis,cercariae,Niger,Youri,10/26/2013,FTA card /dry,8
8181538,"Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii, Bulinus forskalii",Schistosoma,cercariae,Niger,Seberi,9/3/2013,FTA card /dry,49
